"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HN05","HN05_ATTRIBUTES","HN06","HN06_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","HX06","HX06_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LN05","LN05_ATTRIBUTES","LN06","LN06_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","LX06","LX06_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MN05","MN05_ATTRIBUTES","MN06","MN06_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MX06","MX06_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00177238","2012-05","45.08533","-67.1205","35.1","ROBBINSTON, ME US","2.2","7","2.2",",7","18",",7","7",",7","2",",7","","","","","0",",7","1",",7","0",",7","7",",7","0",",7","","","20120507",",,7","","","","","","","20120510",",,7","20120526",",,7","0.0",",7,07,","","","","","60.2",",,7,10,","28.3",",7,26,","3840.3","7","  18.3",",,,7,5,2","  17.2",",,,7,5,3","  15.0",",,,7,5,5","","","","","","","201.3",",7","  22.2",",,,7,5,2","  18.9",",,,7,5,3","  15.0",",,,7,5,5","","","","","","","   7.8",",,,7,5,2","   7.8",",,,7,5,3","   7.2",",,,7,5,5","","","","","","","   9.4",",,,7,5,2","   8.9",",,,7,5,3","   7.2",",,,7,5,5","","","","","","","  13.2",",,,7,5,2","  13.1",",,,7,5,3","  11.4",",,,7,5,5","","","","","","","  16.3",",,,7,5,2","  14.6",",,,7,5,3","  11.6",",,,7,5,5","","","","","","","136.5",",,,7","","","11.91",",7","17.40",",,,7","6.42",",,,7"
"USC00177238","2012-06","45.08533","-67.1205","35.1","ROBBINSTON, ME US","15.0","7","12.8",",7","13",",7","9",",7","1",",7","","","","","0",",7","0",",7","0",",7","15",",7","1",",7","","","20120619",",,7","","","","","","","20120626",",,7","20120620",",,7","5.6",",7,19,","","","","","39.4",",,7,26,","32.2",",7,20,","3935.4","7","  21.1",",,,7,5,2","  20.0",",,,7,5,3","  17.8",",,,7,5,5","","","","","","","95.1",",7","  25.6",",,,7,5,2","  21.7",",,,7,5,3","  17.8",",,,7,5,5","","","","","","","  12.8",",,,7,5,2","  13.3",",,,7,5,3","  13.3",",,,7,5,5","","","","","","","  13.9",",,,7,5,2","  13.9",",,,7,5,3","  13.3",",,,7,5,5","","","","","","","  17.3",",,,7,5,2","  17.2",",,,7,5,3","  15.5",",,,7,5,5","","","","","","","  20.8",",,,7,5,2","  18.7",",,,7,5,3","  15.8",",,,7,5,5","","","","","","","104.3",",,,7","","","15.59",",7","21.17",",,,7","10.00",",,,7"
"USC00177238","2012-07","45.08533","-67.1205","35.1","ROBBINSTON, ME US","76.4","7","61.4",",7","7",",7","4",",7","1",",7","","","","","0",",7","0",",7","0",",7","30",",7","1",",7","","","20120721",",,7","","","","","","","20120724",",,7","20120714",",,7","10.0",",7,21,","","","","","33.5",",,7,24,","33.9",",7,14,","2.5","7","  23.9",",,,7,5,2","  23.3",",,,7,5,3","  21.1",",,,7,5,5","","","","","","","2.5",",7","  28.3",",,,7,5,2","  23.9",",,,7,5,3","  21.1",",,,7,5,5","","","","","","","  21.1",",,,7,5,2","  21.1",",,,7,5,3","  17.8",",,,7,5,5","","","","","","","  23.3",",,,7,5,2","  21.7",",,,7,5,3","  18.3",",,,7,5,5","","","","","","","  22.3",",,,7,5,2","  21.8",",,,7,5,3","  20.1",",,,7,5,5","","","","","","","  26.3",",,,7,5,2","  23.2",",,,7,5,3","  20.2",",,,7,5,5","","","","","","","72.8",",,,7","","","20.23",",7","26.55",",,,7","13.91",",,,7"
"USC00177238","2012-08","45.08533","-67.1205","35.1","ROBBINSTON, ME US","136.0","7","59.6",",7","10",",7","8",",7","1",",7","","","","","0",",7","0",",7","0",",7","28",",7","0",",7","1","","20120829",",,7","","","","","","","20120816",",,7","20120804",",,7","8.9",",7,29,","","","","","59.9",",,7,16,","30.0",",7,04,","8.7","7","  23.9",",,,7,5,2","  22.8",",,,7,5,3","  21.1",",,,7,5,5","","","","","","","6.2",",7","  27.8",",,,7,5,2","  23.9",",,,7,5,3","  21.1",",,,7,5,5","","","","","","","  20.6",",,,7,5,2","  21.1",",,,7,5,3","  20.6",",,,7,5,5","","","","","","","  23.3",",,,7,5,2","  21.7",",,,7,5,3","  20.6",",,,7,5,5","","","","","","","  22.4",",,,7,5,2","  21.9",",,,7,5,3","  20.9",",,,7,5,5","","","","","","","  25.8",",,,7,5,2","  23.3",",,,7,5,3","  21.0",",,,7,5,5","","","","","","","103.3",",,,7","","","20.05",",7","25.63",",,,7","14.47",",,,7"
"USC00177238","2012-09","45.08533","-67.1205","35.1","ROBBINSTON, ME US","137.4","7","1.4",",7","12",",7","8",",7","3",",7","","","","","0",",7","0",",7","0",",7","13",",7","0",",7","","","20120928",",,7","","","","","","","20120905",",,7","20120913",",,7","2.2",",7,28,","","","","","88.4",",,7,05,","26.7",",7,13,","118.4","7","  20.6","1,,,7,5,2","  20.6","1,,,7,5,3","  20.6","1,,,7,5,5","","","","","","","109.7",",7","  23.3","1,,,7,5,2","  21.7","1,,,7,5,3","  20.6","1,,,7,5,5","","","","","","","  12.8","1,,,7,5,2","  13.9","1,,,7,5,3","  14.4","1,,,7,5,5","","","","","","","  14.4","1,,,7,5,2","  14.4","1,,,7,5,3","  14.4","1,,,7,5,5","","","","","","","  17.0","1,,,7,5,2","  17.5","1,,,7,5,3","  17.5","1,,,7,5,5","","","","","","","  19.2","1,,,7,5,2","  18.5","1,,,7,5,3","  17.8","1,,,7,5,5","","","","","","","248.5",",,,7","","","14.72",",7","20.28",",,,7","9.17",",,,7"
"USC00177238","2012-10","45.08533","-67.1205","35.1","ROBBINSTON, ME US","137.4","7","0.0",",7","14",",7","12",",7","3",",7","0",",7","0",",7","0",",7","6",",7","0",",7","2",",7","0",",7","","","20121025",",,7","20121031","+,,7","20121012",",,7","","","20121020",",,7","20121003",",,7","-2.2",",7,25,","0",",,7,31,+","0",",T,7,12,","100.6",",,7,20,","22.8",",7,03,","367.5","7","  15.6",",,,7,5,2","  16.1",",,,7,5,3","  15.0",",,,7,5,5","","","","","","","249.1",",7","  17.2",",,,7,5,2","  16.7",",,,7,5,3","  15.6",",,,7,5,5","","","","","","","   7.2",",,,7,5,2","   8.3",",,,7,5,3","  10.0",",,,7,5,5","","","","","","","   8.3",",,,7,5,2","   8.9",",,,7,5,3","  10.0",",,,7,5,5","","","","","","","  11.5",",,,7,5,2","  12.1",",,,7,5,3","  12.6",",,,7,5,5","","","","","","","  13.0",",,,7,5,2","  13.0",",,,7,5,3","  12.9",",,,7,5,5","","","","","","","234.5",",,,7","0",",T,,7","10.30",",7","15.03",",,,7","5.56",",,,7"
"USC00177238","2012-11","45.08533","-67.1205","35.1","ROBBINSTON, ME US","137.4","7","0.0",",7","8",",7","6",",7","2",",7","","","","","0",",7","23",",7","3",",7","0",",7","0",",7","","","20121130",",,7","","","","","","","20121108",",,7","20121112",",,7","-11.7",",7,30,","","","","","44.5",",,7,08,","18.3",",7,12,","846.1","7","  12.8","1,,,7,5,2","  12.2","1,,,7,5,3","  11.7",",,,7,5,5","","","","","","","478.6",",7","  13.3","1,,,7,5,2","  12.8","1,,,7,5,3","  11.7",",,,7,5,5","","","","","","","   1.1","1,,,7,5,2","   1.7","1,,,7,5,3","   3.3",",,,7,5,5","","","","","","","   1.1","1,,,7,5,2","   1.7","1,,,7,5,3","   3.3",",,,7,5,5","","","","","","","   4.5","1,,,7,5,2","   5.0","1,,,7,5,3","   6.8",",,,7,5,5","","","","","","","   5.5","1,,,7,5,2","   5.8","1,,,7,5,3","   7.2",",,,7,5,5","","","","","","","94.4",",,,7","","","2.38",",7","6.65",",,,7","-1.89",",,,7"
"USC00177238","2012-12","45.08533","-67.1205","35.1","ROBBINSTON, ME US","137.4","7","0.0",",7","14",",7","10",",7","3",",7","8",",7","3",",7","0",",7","30",",7","14",",7","0",",7","0",",7","","","20121216",",,7","20121230",",,7","20121230",",,7","","","20121219",",,7","20121205","+,,7","-15.6",",7,16,","559",",,7,30,","472",",,7,30,","43.2",",,7,19,","11.1",",7,05,+","1485.9","7","   1.1",",,,7,5,2","   3.3",",,,7,5,5","","","","","","","","","639.8",",7","   1.1",",,,7,5,2","   1.1",",,,7,5,3","   3.3",",,,7,5,5","","","","","","","   0.0",",,,7,5,2","   1.1",",,,7,5,5","","","","","","","","","   0.6",",,,7,5,2","   0.6",",,,7,5,3","   1.1",",,,7,5,5","","","","","","","   0.8",",,,7,5,2","   2.0",",,,7,5,5","","","","","","","","","   0.9",",,,7,5,2","   0.9",",,,7,5,3","   2.1",",,,7,5,5","","","","","","","203.8",",,,7","861",",,,7","-2.31",",7","2.12",",,,7","-6.74",",,,7"
"USC00177238","2013-01","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","10",",7","5",",7","0",",7","30",",7","","","10",",7","30",",7","18",",7","0",",7","0",",7","","","20130124",",,7","20130101",",,7","","","","","20130131",",,7","20130131",",,7","-23.3",",7,24,","457",",,7,01,","","","12.7",",,7,31,","12.8",",7,31,","2283.6","7","","","","","","","","","","","","","797.7",",7","   1.1",",,,7,5,2","","","","","","","","","","","","","","","","","","","","","","","   0.6",",,,7,5,2","","","","","","","","","","","","","","","","","","","","","","","   0.6",",,,7,5,2","","","","","","","","","","","40.7",",,,7","","","-7.40",",7","-1.67",",,,7","-13.13",",,,7"
"USC00177238","2013-02","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","11",",7","7",",7","1",",7","26",",7","","","2",",7","28",",7","13",",7","0",",7","0",",7","","","20130208",",,7","20130217",",,7","","","","","20130209",",,7","20130220",",,7","-19.4",",7,08,","483",",,7,17,","","","29.2",",,7,09,","8.9",",7,20,","2923.6","7","   0.6",",,,7,5,2","   0.6",",,,7,5,3","","","","","","","","","640.0",",7","   1.1",",,,7,5,2","   0.6",",,,7,5,3","","","","","","","","","  -3.9",",,,7,5,2","  -1.1",",,,7,5,3","","","","","","","","","  -2.2",",,,7,5,2","  -1.1",",,,7,5,3","","","","","","","","","  -0.3",",,,7,5,2","  -0.2",",,,7,5,3","","","","","","","","","   0.2",",,,7,5,2","  -0.1",",,,7,5,3","","","","","","","","","115.7",",,,7","","","-4.53",",7","0.18",",,,7","-9.23",",,,7"
"USC00177238","2013-03","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","13",",7","8",",7","1",",7","28",",7","6",",7","0",",7","28",",7","5",",7","0",",7","0",",7","","","20130318",",,7","20130301",",,7","20130319",",,7","","","20130313",",,7","20130330",",,7","-13.3",",7,18,","483",",,7,01,","127",",,7,19,","62.0",",,7,13,","11.1",",7,30,","3468.8","7","   0.6",",,,7,5,2","   1.1",",,,7,5,5","","","","","","","","","545.2",",7","   1.1",",,,7,5,2","   1.1",",,,7,5,5","","","","","","","","","  -0.6",",,,7,5,2","   0.6",",,,7,5,5","","","","","","","","","   0.6",",,,7,5,2","   0.6",",,,7,5,5","","","","","","","","","   0.5",",,,7,5,2","   0.9",",,,7,5,5","","","","","","","","","   0.6",",,,7,5,2","   0.9",",,,7,5,5","","","","","","","","","121.9",",,,7","540",",,,7","0.75",",7","4.98",",,,7","-3.49",",,,7"
"USC00177238","2013-04","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","11",",7","8",",7","1",",7","1",",7","1",",7","0",",7","23",",7","0",",7","0",",7","0",",7","","","20130403",",,7","20130412",",,7","20130412",",,7","","","20130424",",,7","20130429",",,7","-7.2",",7,03,","25",",,7,12,","38",",,7,12,","38.9",",,7,24,","20.6",",7,29,","3882.8","7","  10.0",",,,7,5,2","  10.0",",,,7,5,3","   7.8",",,,7,5,5","","","","","","","414.0",",7","  16.1",",,,7,5,2","  12.8",",,,7,5,3","   8.3",",,,7,5,5","","","","","","","   0.6",",,,7,5,2","   0.0",",,,7,5,3","   0.6",",,,7,5,5","","","","","","","   0.6",",,,7,5,2","   0.0",",,,7,5,3","   0.6",",,,7,5,5","","","","","","","   3.7",",,,7,5,2","   3.2",",,,7,5,3","   2.7",",,,7,5,5","","","","","","","   6.2",",,,7,5,2","   4.3",",,,7,5,3","   2.9",",,,7,5,5","","","","","","","99.4",",,,7","41",",,,7","4.53",",7","10.11",",,,7","-1.04",",,,7"
"USC00177238","2013-05","45.08533","-67.1205","35.1","ROBBINSTON, ME US","4.4","7","4.4",",7","17",",7","9",",7","2",",7","","","","","0",",7","3",",7","0",",7","4",",7","1",",7","1","","20130504",",,7","","","","","","","20130524",",,7","20130531",",,7","-1.1",",7,04,","","","","","56.9",",,7,24,","33.3",",7,31,","4120.4","7","  15.6",",,,7,5,2","  15.0","1,,,7,5,3","  12.8",",,,7,5,5","","","","","","","237.6",",7","  21.7",",,,7,5,2","  18.3",",,,7,5,3","  13.3",",,,7,5,5","","","","","","","  10.6",",,,7,5,2","  10.6","1,,,7,5,3","   8.3",",,,7,5,5","","","","","","","  12.8",",,,7,5,2","  12.2",",,,7,5,3","   8.9",",,,7,5,5","","","","","","","  12.6",",,,7,5,2","  12.7","1,,,7,5,3","  11.1",",,,7,5,5","","","","","","","  16.0",",,,7,5,2","  14.3",",,,7,5,3","  11.4",",,,7,5,5","","","","","","","183.5",",,,7","","","10.81",",7","16.35",",,,7","5.26",",,,7"
"USC00177238","2013-06","45.08533","-67.1205","35.1","ROBBINSTON, ME US","16.6","7","12.2",",7","17",",7","7",",7","3",",7","","","","","0",",7","0",",7","0",",7","15",",7","2",",7","","","20130606",",,7","","","","","","","20130608",",,7","20130625",",,7","6.1",",7,06,","","","","","71.9",",,7,08,","32.8",",7,25,","4211.2","7","  20.0",",,,7,5,2","  20.0",",,,7,5,3","  17.2",",,,7,5,5","","","","","","","90.8",",7","  23.9",",,,7,5,2","  21.1",",,,7,5,3","  17.8",",,,7,5,5","","","","","","","  14.4",",,,7,5,2","  15.6",",,,7,5,3","  13.3",",,,7,5,5","","","","","","","  17.2",",,,7,5,2","  16.7",",,,7,5,3","  14.4",",,,7,5,5","","","","","","","  17.7",",,,7,5,2","  17.7",",,,7,5,3","  16.0",",,,7,5,5","","","","","","","  21.1",",,,7,5,2","  19.0",",,,7,5,3","  16.2",",,,7,5,5","","","","","","","188.9",",,,7","","","15.71",",7","21.00",",,,7","10.43",",,,7"
"USC00177238","2013-07","45.08533","-67.1205","35.1","ROBBINSTON, ME US","93.9","7","77.3",",7","15",",7","10",",7","3",",7","","","","","0",",7","0",",7","0",",7","27",",7","6",",7","","","20130709",",,7","","","","","","","20130726",",,7","20130715",",,7","11.7",",7,09,","","","","","92.7",",,7,26,","34.4",",7,15,","11.8","7","  25.6","2,,,7,5,2","  23.9","2,,,7,5,3","  21.7","2,,,7,5,5","","","","","","","11.8",",7","  29.4","2,,,7,5,2","  25.6","2,,,7,5,3","  21.7","2,,,7,5,5","","","","","","","  18.9","2,,,7,5,2","  18.9","2,,,7,5,3","  16.7","2,,,7,5,5","","","","","","","  21.7","2,,,7,5,2","  20.0","2,,,7,5,3","  17.2","2,,,7,5,5","","","","","","","  22.5","2,,,7,5,2","  21.9","2,,,7,5,3","  20.2","2,,,7,5,5","","","","","","","  26.1","2,,,7,5,2","  23.3","2,,,7,5,3","  20.4","2,,,7,5,5","","","","","","","234.9",",,,7","","","20.45",",7","26.05",",,,7","14.84",",,,7"
"USC00177238","2013-08","45.08533","-67.1205","35.1","ROBBINSTON, ME US","122.0","7","28.1",",7","11",",7","4",",7","1",",7","","","","","0",",7","0",",7","0",",7","27",",7","0",",7","","","20130824",",,7","","","","","","","20130809",",,7","20130821",",,7","8.3",",7,24,","","","","","51.8",",,7,09,","31.1",",7,21,","30.9","7","  23.3",",,,7,5,2","  22.8",",,,7,5,3","  21.1",",,,7,5,5","","","","","","","19.1",",7","  27.8",",,,7,5,2","  23.9",",,,7,5,3","  21.1",",,,7,5,5","","","","","","","  20.6",",,,7,5,2","  20.6",",,,7,5,3","  20.0",",,,7,5,5","","","","","","","  22.8",",,,7,5,2","  21.7",",,,7,5,3","  20.0",",,,7,5,5","","","","","","","  21.8",",,,7,5,2","  21.7",",,,7,5,3","  20.8",",,,7,5,5","","","","","","","  25.1",",,,7,5,2","  22.7",",,,7,5,3","  21.0",",,,7,5,5","","","","","","","73.8",",,,7","","","18.62",",7","24.66",",,,7","12.58",",,,7"
"USC00177238","2013-09","45.08533","-67.1205","35.1","ROBBINSTON, ME US","129.3","7","7.3",",7","10",",7","7",",7","1",",7","","","","","0",",7","0",",7","0",",7","13",",7","0",",7","","","20130917",",,7","","","","","","","20130902",",,7","20130912",",,7","2.2",",7,17,","","","","","97.8",",,7,02,","26.7",",7,12,","152.9","7","  21.7",",,,7,5,2","  21.1",",,,7,5,3","  20.0",",,,7,5,5","","","","","","","122.0",",7","  24.4",",,,7,5,2","  21.7",",,,7,5,3","  20.6",",,,7,5,5","","","","","","","  12.8",",,,7,5,2","  14.4",",,,7,5,3","  15.0",",,,7,5,5","","","","","","","  15.0",",,,7,5,2","  15.0",",,,7,5,3","  15.6",",,,7,5,5","","","","","","","  17.0",",,,7,5,2","  17.6",",,,7,5,3","  17.7",",,,7,5,5","","","","","","","  19.2",",,,7,5,2","  18.5",",,,7,5,3","  18.0",",,,7,5,5","","","","","","","141.1",",,,7","","","14.51",",7","19.94",",,,7","9.08",",,,7"
"USC00177238","2013-10","45.08533","-67.1205","35.1","ROBBINSTON, ME US","129.3","7","0.0",",7","11",",7","6",",7","1",",7","","","","","0",",7","7",",7","0",",7","3",",7","0",",7","","","20131030",",,7","","","","","","","20131008",",,7","20131002",",,7","-3.9",",7,30,","","","","","34.8",",,7,08,","25.0",",7,02,","429.1","7","  13.9",",,,7,5,2","  14.4",",,,7,5,3","  15.0",",,,7,5,5","","","","","","","276.2",",7","  15.6","1,,,7,5,2","  15.0","1,,,7,5,3","  15.0","1,,,7,5,5","","","","","","","   4.4",",,,7,5,2","   5.6",",,,7,5,3","   7.8",",,,7,5,5","","","","","","","   6.1","1,,,7,5,2","   6.7","1,,,7,5,3","   8.9","1,,,7,5,5","","","","","","","  10.3",",,,7,5,2","  11.1",",,,7,5,3","  12.2",",,,7,5,5","","","","","","","  12.0","1,,,7,5,2","  12.0","1,,,7,5,3","  12.6","1,,,7,5,5","","","","","","","77.4",",,,7","","","9.42",",7","15.30",",,,7","3.55",",,,7"
"USC00177238","2013-11","45.08533","-67.1205","35.1","ROBBINSTON, ME US","129.3","7","0.0","1,7","10",",7","5",",7","2",",7","","","","","0","1,7","26","1,7","5",",7","0",",7","0",",7","","","20131130",",1,7","","","","","","","20131127",",,7","20131101",",,7","-11.7","1,7,30,","","","","","82.0",",,7,27,","17.2",",7,01,","928.7","7","   8.9",",,,7,5,2","   9.4",",,,7,5,3","   9.4",",,,7,5,5","","","","","","","499.6",",7","  10.0",",,,7,5,2","   9.4",",,,7,5,3","   9.4",",,,7,5,5","","","","","","","   1.1",",,,7,5,2","   1.1",",,,7,5,3","   3.3",",,,7,5,5","","","","","","","   1.7",",,,7,5,2","   1.7",",,,7,5,3","   3.3",",,,7,5,5","","","","","","","   3.7",",,,7,5,2","   4.1",",,,7,5,3","   6.1",",,,7,5,5","","","","","","","   5.0",",,,7,5,2","   5.0",",,,7,5,3","   6.4",",,,7,5,5","","","","","","","148.2",",,,7","","","1.30","1,7","6.16",",,,7","-3.57","1,,,7"
"USC00177238","2013-12","45.08533","-67.1205","35.1","ROBBINSTON, ME US","129.3","7","0.0",",7","19",",7","13",",7","2",",7","23",",7","6",",7","7",",7","29",",7","24",",7","0",",7","0",",7","","","20131231","+,,7","20131231","+,,7","20131215",",,7","","","20131215",",,7","20131206",",,7","-22.2",",7,31,+","610",",,7,31,+","277",",,7,15,","36.1",",,7,15,","10.0",",7,06,","1694.8","7","   1.7",",,,7,5,2","   1.7",",,,7,5,3","   2.8",",,,7,5,5","","","","","","","766.1",",7","   2.2",",,,7,5,2","   2.2",",,,7,5,3","   3.3",",,,7,5,5","","","","","","","  -0.6",",,,7,5,2","   0.6",",,,7,5,3","   1.7",",,,7,5,5","","","","","","","   0.0",",,,7,5,2","   0.6",",,,7,5,3","   1.7",",,,7,5,5","","","","","","","   0.7",",,,7,5,2","   0.8",",,,7,5,3","   2.1",",,,7,5,5","","","","","","","   0.8",",,,7,5,2","   0.9",",,,7,5,3","   2.1",",,,7,5,5","","","","","","","156.2",",,,7","875",",,,7","-6.38",",7","-2.19",",,,7","-10.57",",,,7"
"USC00177238","2014-01","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","16",",7","6",",7","3",",7","31",",7","4",",7","11",",7","29",",7","19",",7","0",",7","0",",7","","","20140104",",,7","20140105","+,,7","20140125","+,,7","","","20140106",",,7","20140111","+,,7","-27.8",",7,04,","610",",,7,05,+","51",",,7,25,+","34.3",",,7,06,","10.0",",7,11,+","2499.2","7","   1.7",",,,7,5,5","","","","","","","","","","","804.4",",7","   1.7",",,,7,5,5","","","","","","","","","","","   1.1",",,,7,5,5","","","","","","","","","","","   1.1",",,,7,5,5","","","","","","","","","","","   1.4",",,,7,5,5","","","","","","","","","","","   1.4",",,,7,5,5","","","","","","","","","","","122.7",",,,7","257",",,,7","-7.62",",7","-2.35",",,,7","-12.88",",,,7"
"USC00177238","2014-02","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","15",",7","9",",7","0",",7","28",",7","8",",7","6",",7","28",",7","19",",7","0",",7","0",",7","","","20140212",",,7","20140219",",,7","20140216",",,7","","","20140213",",,7","20140222",",,7","-20.0",",7,12,","762",",,7,19,","198",",,7,16,","20.1",",,7,13,","9.4",",7,22,","3192.1","7","","","","","","","","","","","","","692.9",",7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127.9",",,,7","1004",",,,7","-6.41",",7","-0.88",",,,7","-11.95",",,,7"
"USC00177238","2014-03","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","14",",7","10",",7","1",",7","31",",7","9",",7","6",",7","30",",7","12",",7","0",",7","0",",7","","","20140304",",,7","20140313",",,7","20140326",",,7","","","20140330",",,7","20140329",",,7","-22.2",",7,04,","686",",,7,13,","127",",,7,26,","72.9",",,7,30,","10.0",",7,29,","3911.6","7","","","","","","","","","","","","","719.5",",7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194.3",",,,7","496",",,,7","-4.88",",7","1.21",",,,7","-10.96",",,,7"
"USC00177238","2014-04","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","12",",7","8",",7","3",",7","14","5,7","","","0",",7","19",",7","0",",7","0",",7","0",",7","","","20140417",",,7","20140402","+,5,7","","","","","20140408",",,7","20140414",",,7","-6.7",",7,17,","584","5,,7,02,+","","","35.8",",,7,08,","17.2",",7,14,","4319.1","7","   7.2",",,,7,5,2","   6.1",",,,7,5,3","   5.0",",,,7,5,5","","","","","","","407.5",",7","  10.0",",,,7,5,2","   7.8",",,,7,5,3","   5.6",",,,7,5,5","","","","","","","   0.6",",,,7,5,2","   0.6",",,,7,5,3","   1.1",",,,7,5,5","","","","","","","   0.6",",,,7,5,2","   0.6",",,,7,5,3","   1.1",",,,7,5,5","","","","","","","   2.5",",,,7,5,2","   2.4",",,,7,5,3","   2.2",",,,7,5,5","","","","","","","   3.8",",,,7,5,2","   3.0",",,,7,5,3","   2.4",",,,7,5,5","","","","","","","144.0",",,,7","","","4.75",",7","9.92",",,,7","-0.42",",,,7"
"USC00177238","2014-05","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","7","0.0",",7","14",",7","8",",7","2",",7","","","","","0",",7","2",",7","0",",7","4",",7","0",",7","","","20140529","+,,7","","","","","","","20140518",",,7","20140516",",,7","0.0",",7,29,+","","","","","40.9",",,7,18,","23.3",",7,16,","4564.9","7","  15.0",",,,7,5,2","  15.0",",,,7,5,3","  12.2",",,,7,5,5","","","","","","","245.8",",7","  18.9",",,,7,5,2","  16.1",",,,7,5,3","  12.8",",,,7,5,5","","","","","","","   6.7",",,,7,5,2","   6.1",",,,7,5,3","   5.6",",,,7,5,5","","","","","","","   8.9",",,,7,5,2","   7.8",",,,7,5,3","   5.6",",,,7,5,5","","","","","","","  11.4",",,,7,5,2","  11.4",",,,7,5,3","   9.6",",,,7,5,5","","","","","","","  14.6",",,,7,5,2","  12.9",",,,7,5,3","   9.9",",,,7,5,5","","","","","","","129.0",",,,7","","","10.40",",7","16.01",",,,7","4.80",",,,7"
"USC00177238","2014-06","45.08533","-67.1205","35.1","ROBBINSTON, ME US","15.0","7","15.0",",7","10",",7","7",",7","3",",7","","","","","0",",7","0",",7","0",",7","18",",7","1",",7","","","20140601",",,7","","","","","","","20140605",",,7","20140630",",,7","5.6",",7,01,","","","","","43.4",",,7,05,","32.8",",7,30,","4637.6","7","  22.2",",,,7,5,2","  21.1",",,,7,5,3","  17.8",",,,7,5,5","","","","","","","72.7",",7","  27.2",",,,7,5,2","  22.8",",,,7,5,3","  18.9",",,,7,5,5","","","","","","","  15.0",",,,7,5,2","  15.0",",,,7,5,3","  12.2",",,,7,5,5","","","","","","","  16.7",",,,7,5,2","  16.1",",,,7,5,3","  13.3",",,,7,5,5","","","","","","","  17.6",",,,7,5,2","  17.6",",,,7,5,3","  15.5",",,,7,5,5","","","","","","","  21.2",",,,7,5,2","  19.0",",,,7,5,3","  15.8",",,,7,5,5","","","","","","","164.7",",,,7","","","16.41",",7","22.52",",,,7","10.30",",,,7"
